robot_id,timestamp,battery,motor_current,temperature,vibration,speed,operating_hours,navigation_errors,maintenance_risk,anomaly_score,anomaly,health_score,status
R06,92,77.42,15.551380577910034,57.3274222902112,6.017422245651076,1.38,13.8,7,1,6.232,1,25,Critical
R06,93,77.29,7.06,38.2,1.26,1.62,13.95,1,0,2.371,0,100,Healthy
R06,94,77.02,7.98,46.58,1.99,1.42,14.1,1,0,1.886,0,100,Healthy
R06,95,76.9,6.75,36.14,2.83,1.36,14.25,0,0,2.34,0,100,Healthy
R06,96,76.69,8.22,48.52,2.91,1.4,14.4,0,0,2.077,0,100,Healthy
R06,97,76.42,8.01,40.37,2.38,1.55,14.55,0,0,1.964,0,100,Healthy
R06,98,76.3,6.33,34.0,1.65,1.54,14.7,1,0,2.656,0,100,Healthy
R06,99,76.17,9.74,42.08,3.05,1.83,14.85,0,0,2.417,0,100,Healthy
R07,0,72.75,6.48,33.03,2.23,1.47,0.0,0,0,2.658,0,100,Healthy
R07,1,72.6,7.52,43.35,2.47,1.55,0.15,1,0,1.783,0,100,Healthy
R07,2,72.4,7.54,40.35,2.7,1.72,0.3,1,0,1.962,0,100,Healthy
R07,3,72.26,9.24,34.89,1.82,1.4,0.45,2,0,2.306,0,100,Healthy
R07,4,72.18,7.26,38.45,3.19,1.16,0.6,2,0,2.341,0,100,Healthy
R07,5,71.92,7.82,34.83,2.13,1.62,0.75,0,0,2.273,0,100,Healthy
R07,6,71.65,9.56,36.46,2.24,1.46,0.9,1,0,1.965,0,100,Healthy
R07,7,71.51,7.36,40.68,1.76,1.49,1.05,0,0,1.99,0,100,Healthy
R07,8,71.22,8.8,37.96,3.2,1.53,1.2,1,0,1.729,0,100,Healthy
R07,9,71.13,6.68,34.62,1.98,1.8,1.35,4,0,2.895,0,100,Healthy
R07,10,71.01,9.6923278129676,58.335256152685815,6.258959797079609,1.54,1.5,7,1,5.36,1,45,Critical
R07,11,70.72,7.31,27.5,2.99,1.44,1.65,2,0,2.837,0,100,Healthy
R07,12,70.59,9.38,40.9,3.34,1.36,1.8,3,0,1.878,0,100,Healthy
R07,13,70.32,7.33,41.35,3.67,1.26,1.95,1,0,1.93,0,100,Healthy
R07,14,70.18,6.64,44.44,2.71,1.91,2.1,0,0,2.322,0,100,Healthy
R07,15,70.06,7.86,50.32,1.88,0.85,2.25,2,0,3.148,0,100,Healthy
R07,16,69.95,6.76,41.27,3.03,1.2,2.4,2,0,1.93,0,100,Healthy
R07,17,69.72,9.82,45.29,1.2,1.72,2.55,1,0,2.125,0,100,Healthy
R07,18,69.44,7.58,38.14,2.77,1.81,2.7,1,0,1.846,0,100,Healthy
R07,19,69.18,9.02,40.15,2.57,1.46,2.85,1,0,1.221,0,100,Healthy
R07,20,69.02,8.62,37.83,4.03,1.64,3.0,0,1,2.027,0,80,Healthy
R07,21,68.92,7.89,40.8,3.28,1.55,3.15,1,0,1.244,0,100,Healthy
R07,22,68.63,8.4,42.85,1.32,1.55,3.3,0,0,1.79,0,100,Healthy
R07,23,68.4,7.56,38.48,4.24,1.81,3.45,1,1,2.248,0,80,Healthy
R07,24,68.25,8.42,42.43,2.75,1.55,3.6,2,0,0.989,0,100,Healthy
R07,25,68.04,18.200794756431907,69.60956621258936,9.268226208084224,1.22,3.75,6,1,9.211,1,25,Critical
R07,26,67.86,8.66,39.26,3.85,1.31,3.9,1,0,1.677,0,100,Healthy
R07,27,67.67,8.66,41.03,2.5,1.7,4.05,0,0,1.4,0,100,Healthy
R07,28,67.43,7.96,39.27,2.92,1.44,4.2,0,0,1.303,0,100,Healthy
R07,29,67.24,7.87,50.52,4.17,1.59,4.35,0,1,2.116,0,80,Healthy
R07,30,67.07,7.09,41.37,2.0,1.35,4.5,2,0,1.394,0,100,Healthy
R07,31,66.88,9.41,40.94,2.14,1.1,4.65,0,0,2.034,0,100,Healthy
R07,32,66.72,10.02,51.22,1.64,1.22,4.8,0,0,2.31,0,100,Healthy
R07,33,66.58,8.26,40.37,2.7,1.75,4.95,1,0,1.242,0,100,Healthy
R07,34,66.37,13.187472672815435,41.748409997650214,3.286156779173098,1.74,5.1,6,1,3.693,0,65,Warning
R07,35,66.09,7.97,38.56,2.64,1.69,5.25,1,0,1.208,0,100,Healthy
R07,36,65.95,8.23,47.72,1.84,1.51,5.4,0,0,1.437,0,100,Healthy
R07,37,65.66,9.64,33.84,2.66,1.36,5.55,2,0,1.761,0,100,Healthy
R07,38,65.46,7.4,49.13,2.73,1.71,5.7,2,0,1.47,0,100,Healthy
R07,39,65.34,8.92,47.64,1.86,1.36,5.85,1,0,1.331,0,100,Healthy
R07,40,65.23,7.46,42.57,2.25,1.0,6.0,0,0,2.26,0,100,Healthy
R07,41,64.93,7.53,40.47,2.94,1.33,6.15,1,0,1.081,0,100,Healthy
R07,42,64.88,7.93,39.47,2.56,1.52,6.3,0,0,1.105,0,100,Healthy
R07,43,64.69,7.75,45.8,2.37,1.54,6.45,4,0,1.686,0,100,Healthy
R07,44,64.41,6.91,35.91,3.21,1.69,6.6,1,0,1.671,0,100,Healthy
R07,45,64.16,7.84,42.36,1.45,1.31,6.75,0,0,1.693,0,100,Healthy
R07,46,63.86,9.62,46.43,2.46,1.56,6.9,1,0,0.982,0,100,Healthy
R07,47,63.6,7.19,36.53,2.09,1.85,7.05,1,0,1.955,0,100,Healthy
R07,48,63.36,7.71,32.55,2.18,1.24,7.2,1,0,2.087,0,100,Healthy
R07,49,63.17,10.02,47.0,3.69,1.33,7.35,1,0,1.601,0,100,Healthy
R07,50,63.11,9.28,48.36,2.42,1.4,7.5,2,0,1.208,0,100,Healthy
R07,51,62.84,8.74,50.19,2.77,1.58,7.65,1,0,1.279,0,100,Healthy
R07,52,62.69,7.08,41.83,0.96,1.83,7.8,1,0,2.258,0,100,Healthy
R07,53,62.43,7.22,42.42,2.51,1.62,7.95,0,0,1.249,0,100,Healthy
R07,54,62.27,7.48,45.97,2.29,1.44,8.1,0,0,1.266,0,100,Healthy
R07,55,62.02,6.15,41.2,2.16,1.26,8.25,1,0,1.721,0,100,Healthy
R07,56,61.72,6.4,41.69,2.43,1.74,8.4,2,0,1.594,0,100,Healthy
R07,57,61.65,6.83,46.91,2.43,1.22,8.55,1,0,1.667,0,100,Healthy
R07,58,61.59,8.47,43.32,3.4,0.89,8.7,1,0,2.587,0,100,Healthy
R07,59,61.32,7.63,45.67,2.97,1.55,8.85,2,0,1.051,0,100,Healthy
R07,60,61.2,6.02,45.02,2.03,1.11,9.0,1,0,2.206,0,100,Healthy
R07,61,61.01,8.59,27.73,1.9,1.22,9.15,0,0,2.926,0,100,Healthy
R07,62,60.88,8.96,32.7,2.53,1.64,9.3,0,0,2.045,0,100,Healthy
R07,63,60.77,17.428871985751634,51.76762618549018,5.333715002327443,1.05,9.45,4,1,5.718,1,60,Warning
R07,64,60.67,11.01,41.8,2.67,1.12,9.6,1,0,2.153,0,100,Healthy
R07,65,60.38,6.11,48.78,2.07,1.63,9.75,1,0,1.874,0,100,Healthy
R07,66,60.22,7.9,49.55,2.75,1.84,9.9,0,0,2.057,0,100,Healthy
R07,67,59.97,7.09,38.39,1.3,1.51,10.05,0,0,2.058,0,100,Healthy
R07,68,59.75,4.51,44.96,2.55,1.62,10.2,1,0,2.244,0,100,Healthy
R07,69,59.56,8.28,47.18,1.91,1.86,10.35,0,0,2.133,0,100,Healthy
R07,70,59.4,9.2,40.57,3.03,1.43,10.5,2,0,1.333,0,100,Healthy
R07,71,59.22,6.65,46.65,2.41,1.37,10.65,0,0,1.802,0,100,Healthy
R07,72,59.09,5.57,41.49,2.08,1.26,10.8,2,0,2.171,0,100,Healthy
R07,73,58.89,9.39,46.87,1.95,1.55,10.95,1,0,1.583,0,100,Healthy
R07,74,58.69,7.01,45.42,2.4,1.8,11.1,0,0,2.023,0,100,Healthy
R07,75,58.61,7.32,36.4,3.07,2.05,11.25,0,0,2.85,0,100,Healthy
R07,76,58.49,7.11,38.6,3.65,1.32,11.4,0,0,2.104,0,100,Healthy
R07,77,58.35,8.35,41.66,1.7,1.28,11.55,2,0,1.883,0,100,Healthy
R07,78,58.09,9.67,36.77,2.22,1.46,11.7,1,0,1.843,0,100,Healthy
R07,79,57.93,9.46,36.62,1.97,1.76,11.85,1,0,2.154,0,100,Healthy
R07,80,57.77,9.12,47.48,3.26,1.9,12.0,1,0,2.288,0,100,Healthy
R07,81,57.53,6.01,44.52,1.06,1.42,12.15,2,0,2.481,0,100,Healthy
R07,82,57.33,7.22,42.14,2.47,1.1,12.3,0,0,2.392,0,100,Healthy
R07,83,57.23,5.56,42.24,2.33,1.08,12.45,0,0,2.782,0,100,Healthy
R07,84,56.95,8.49,45.58,2.66,1.42,12.6,2,0,1.683,0,100,Healthy
R07,85,56.74,8.33,47.98,2.08,2.02,12.75,1,0,2.741,0,100,Healthy
R07,86,56.53,7.85,37.98,2.78,1.05,12.9,0,0,2.666,0,100,Healthy
R07,87,56.3,7.4,44.19,2.56,1.76,13.05,1,0,2.036,0,100,Healthy
R07,88,56.09,8.19,42.88,2.03,1.55,13.2,0,0,1.992,0,100,Healthy
R07,89,56.03,7.27,39.98,2.02,1.14,13.35,3,0,2.621,0,100,Healthy
R07,90,55.95,6.92,46.73,1.52,1.81,13.5,1,0,2.583,0,100,Healthy
R07,91,55.83,16.197764458941656,63.24290244759484,4.353466663352027,1.77,13.65,6,1,6.085,1,25,Critical
R07,92,55.62,7.35,41.64,3.26,1.39,13.8,1,0,2.062,0,100,Healthy
R07,93,55.56,6.73,29.51,2.64,1.65,13.95,0,0,3.074,0,100,Healthy
R07,94,55.37,7.58,30.91,3.46,1.23,14.1,2,0,3.014,0,100,Healthy
R07,95,55.25,8.42,37.78,2.57,1.38,14.25,2,0,2.199,0,100,Healthy
R07,96,55.08,8.27,39.19,2.11,1.67,14.4,1,0,2.249,0,100,Healthy
R07,97,54.81,8.37,34.11,2.35,1.79,14.55,0,0,2.813,0,100,Healthy
R07,98,54.62,8.24,40.4,1.61,1.58,14.7,0,0,2.476,0,100,Healthy
R07,99,54.53,8.15,38.87,2.57,1.35,14.85,1,0,2.288,0,100,Healthy
R08,0,60.78,8.9,48.99,3.59,1.63,0.0,1,0,2.296,0,100,Healthy
R08,1,60.64,9.02,44.09,2.58,1.6,0.15,0,0,2.048,0,100,Healthy
R08,2,60.56,8.39,48.42,3.41,1.64,0.3,2,0,2.179,0,100,Healthy
R08,3,60.33,7.45,45.78,1.52,1.76,0.45,1,0,2.41,0,100,Healthy
R08,4,60.13,8.62,37.91,2.13,1.34,0.6,2,0,2.132,0,100,Healthy
R08,5,60.05,8.0,50.11,1.63,1.67,0.75,0,0,2.483,0,100,Healthy
R08,6,59.82,9.76,44.7,2.14,1.04,0.9,2,0,2.651,0,100,Healthy
R08,7,59.7,9.04,32.22,2.72,1.45,1.05,0,0,2.51,0,100,Healthy
R08,8,59.43,8.35,38.29,2.47,1.62,1.2,2,0,1.916,0,100,Healthy
R08,9,59.33,7.31,40.62,3.45,1.41,1.35,0,0,2.079,0,100,Healthy
R08,10,59.25,6.63,44.71,3.44,1.18,1.5,1,0,2.349,0,100,Healthy
R08,11,59.03,6.33,45.82,2.46,1.36,1.65,4,0,2.513,0,100,Healthy
R08,12,58.8,8.89,38.81,2.65,1.42,1.8,1,0,1.755,0,100,Healthy
R08,13,58.6,5.93,32.33,3.25,1.31,1.95,2,0,2.75,0,100,Healthy
R08,14,58.33,6.94,46.26,2.41,1.44,2.1,3,0,2.023,0,100,Healthy
R08,15,58.1,7.9,40.5,1.8,1.59,2.25,1,0,1.837,0,100,Healthy
R08,16,57.88,17.16233348400083,51.768258334109284,3.566654351387639,1.61,2.4,8,1,6.047,1,65,Warning
R08,17,57.77,8.27,42.39,2.5,1.71,2.55,1,0,1.704,0,100,Healthy
R08,18,57.47,7.28,40.5,3.07,1.35,2.7,1,0,1.772,0,100,Healthy
R08,19,57.34,12.934638297029798,58.305754113832236,4.092041980075346,1.43,2.85,9,1,5.697,1,25,Critical
R08,20,57.27,8.87,42.68,3.36,1.5,3.0,1,0,1.576,0,100,Healthy
R08,21,57.04,7.45,36.6,2.07,1.55,3.15,0,0,2.045,0,100,Healthy
R08,22,56.85,7.99,42.79,2.31,1.82,3.3,3,0,2.119,0,100,Healthy
R08,23,56.65,12.926114644977245,66.49507662516487,4.326222731909936,1.33,3.45,7,1,5.673,1,25,Critical
R08,24,56.48,9.73,39.44,2.54,1.42,3.6,1,0,1.658,0,100,Healthy
R08,25,56.42,9.99,39.07,3.67,1.4,3.75,0,0,2.081,0,100,Healthy
R08,26,56.17,6.37,44.07,2.95,1.17,3.9,1,0,2.153,0,100,Healthy
R08,27,56.06,8.46,46.19,2.02,0.77,4.05,0,0,3.337,0,100,Healthy
R08,28,55.85,5.58,27.84,3.07,1.53,4.2,1,0,3.051,0,100,Healthy
R08,29,55.62,7.72,55.19,2.39,1.16,4.35,0,1,2.78,0,80,Healthy
R08,30,55.34,8.44,41.33,4.05,1.64,4.5,1,1,1.927,0,80,Healthy
R08,31,55.2,8.3,37.99,3.54,1.43,4.65,0,0,1.904,0,100,Healthy
R08,32,55.11,8.86,41.21,2.05,1.92,4.8,1,0,2.199,0,100,Healthy
R08,33,54.81,6.52,46.79,1.85,1.55,4.95,1,0,1.897,0,100,Healthy
R08,34,54.6,8.99,37.19,2.98,1.78,5.1,2,0,1.984,0,100,Healthy
R08,35,54.47,9.77,38.5,1.77,1.67,5.25,0,0,2.087,0,100,Healthy
R08,36,54.35,6.27,39.59,2.44,1.56,5.4,0,0,1.946,0,100,Healthy
R08,37,54.29,9.14,44.63,2.37,1.45,5.55,2,0,1.448,0,100,Healthy
R08,38,54.09,6.81,34.77,2.97,1.64,5.7,2,0,2.098,0,100,Healthy
R08,39,53.84,9.15,41.81,2.07,1.65,5.85,2,0,1.625,0,100,Healthy
R08,40,53.56,10.87,47.92,3.01,1.53,6.0,2,0,1.961,0,100,Healthy
R08,41,53.37,14.294814991702497,36.686521640096906,5.9904103355767555,1.38,6.15,7,1,5.515,1,45,Critical
R08,42,53.28,6.74,44.37,2.7,1.74,6.3,0,0,1.97,0,100,Healthy
R08,43,52.99,7.05,42.17,1.54,1.68,6.45,3,0,2.179,0,100,Healthy
R08,44,52.83,7.34,43.91,3.9,2.01,6.6,0,0,2.79,0,100,Healthy
R08,45,52.68,8.7,40.15,2.77,1.33,6.75,0,0,1.756,0,100,Healthy
R08,46,52.47,9.42,39.05,2.96,1.18,6.9,0,0,2.165,0,100,Healthy
R08,47,52.24,8.31,47.12,2.36,1.24,7.05,0,0,2.002,0,100,Healthy
R08,48,52.02,7.51,43.33,3.45,1.51,7.2,3,0,1.864,0,100,Healthy
R08,49,51.87,7.97,48.01,1.73,0.71,7.35,2,0,3.613,0,100,Healthy
R08,50,51.73,17.428073888036586,51.95699318297548,5.446016073110745,1.34,7.5,6,1,6.038,1,45,Critical
R08,51,51.66,6.94,39.4,1.18,1.4,7.65,0,0,2.372,0,100,Healthy
R08,52,51.53,10.58,51.17,1.97,0.99,7.8,1,0,3.018,0,100,Healthy
R08,53,51.41,7.68,34.02,1.98,1.66,7.95,1,0,2.236,0,100,Healthy
R08,54,51.26,7.19,47.78,1.53,1.58,8.1,1,0,2.076,0,100,Healthy
R08,55,50.99,8.37,40.76,3.42,1.28,8.25,0,0,2.027,0,100,Healthy
R08,56,50.72,7.81,41.08,1.91,1.5,8.4,0,0,1.893,0,100,Healthy
R08,57,50.43,7.92,43.21,2.56,1.7,8.55,0,0,1.894,0,100,Healthy
R08,58,50.21,9.04,36.07,2.91,1.65,8.7,1,0,2.012,0,100,Healthy
R08,59,50.12,7.0,34.75,2.67,1.9,8.85,0,0,2.745,0,100,Healthy
R08,60,50.06,7.76,37.59,2.63,1.65,9.0,2,0,1.942,0,100,Healthy
R08,61,49.99,8.36,43.96,2.53,1.18,9.15,1,0,2.052,0,100,Healthy
R08,62,49.7,9.42,53.72,3.11,1.74,9.3,0,0,2.652,0,100,Healthy
R08,63,49.44,7.43,37.87,2.02,1.16,9.45,0,0,2.53,0,100,Healthy
R08,64,49.27,8.23,41.82,2.6,1.37,9.6,0,0,1.929,0,100,Healthy
R08,65,49.01,11.69,48.8,1.63,1.56,9.75,0,0,2.781,0,100,Healthy
R08,66,48.88,6.39,44.16,2.02,1.74,9.9,0,0,2.412,0,100,Healthy
R08,67,48.79,9.19,48.87,1.9,1.62,10.05,0,0,2.296,0,100,Healthy
R08,68,48.53,7.07,50.05,2.66,1.66,10.2,0,0,2.379,0,100,Healthy
R08,69,48.25,7.01,35.9,2.1,1.47,10.35,1,0,2.31,0,100,Healthy
R08,70,48.1,9.45,38.69,2.2,1.59,10.5,0,0,2.225,0,100,Healthy
R08,71,47.95,8.46,39.78,1.87,1.65,10.65,0,0,2.28,0,100,Healthy
R08,72,47.88,6.92,43.52,3.43,1.03,10.8,2,0,2.837,0,100,Healthy
R08,73,47.73,8.51,47.01,3.12,1.59,10.95,2,0,2.083,0,100,Healthy
R08,74,47.55,9.04,46.05,1.7,1.59,11.1,2,0,2.256,0,100,Healthy
R08,75,47.38,7.4,36.96,2.46,1.44,11.25,1,0,2.26,0,100,Healthy
R08,76,47.16,7.45,44.72,2.5,1.81,11.4,1,0,2.388,0,100,Healthy
R08,77,47.04,6.33,48.42,4.04,1.8,11.55,1,1,2.94,0,80,Healthy
R08,78,46.9,7.54,44.17,2.67,1.81,11.7,2,0,2.426,0,100,Healthy
R08,79,46.7,7.77,47.3,2.46,1.63,11.85,0,0,2.375,0,100,Healthy
R08,80,46.56,7.85,43.55,2.04,1.44,12.0,1,0,2.221,0,100,Healthy
R08,81,46.31,7.13,27.85,2.11,1.83,12.15,1,0,3.508,0,100,Healthy
R08,82,46.17,9.65,42.58,2.77,0.94,12.3,1,0,3.134,0,100,Healthy
R08,83,46.05,8.17,43.4,3.8,1.74,12.45,0,0,2.687,0,100,Healthy
R08,84,45.85,11.62,45.13,2.03,1.44,12.6,0,0,2.89,0,100,Healthy
R08,85,45.56,6.95,29.98,2.72,1.95,12.75,1,0,3.554,0,100,Healthy
R08,86,45.32,7.49,39.73,1.24,1.42,12.9,0,0,2.869,0,100,Healthy
R08,87,45.11,9.26,44.44,1.99,1.46,13.05,0,0,2.567,0,100,Healthy
R08,88,44.82,9.92,45.67,2.51,1.44,13.2,0,0,2.618,0,100,Healthy
R08,89,44.62,5.47,52.21,2.61,1.6,13.35,0,0,3.226,0,100,Healthy
R08,90,44.46,7.78,34.0,4.09,1.19,13.5,0,1,3.408,0,80,Healthy
R08,91,44.37,9.55,42.07,1.63,1.81,13.65,2,0,2.963,0,100,Healthy
R08,92,44.31,8.88,44.69,3.0,2.1,13.8,0,0,3.489,0,100,Healthy
R08,93,44.19,10.62,38.57,3.64,1.6,13.95,0,0,3.044,0,100,Healthy
R08,94,44.0,12.295529673447847,48.1255553906986,7.510476704862711,1.77,14.1,5,1,5.978,1,45,Critical
R08,95,43.83,7.2,32.47,2.8,1.71,14.25,1,0,3.197,0,100,Healthy
R08,96,43.56,6.54,36.39,3.0,1.5,14.4,0,0,3.048,0,100,Healthy
R08,97,43.42,7.63,47.23,2.27,1.16,14.55,1,0,3.068,0,100,Healthy
R08,98,43.18,12.42371014283239,52.468163106708076,4.035632344999824,1.49,14.7,7,1,4.943,0,45,Critical
R08,99,43.02,7.07,46.45,3.61,1.66,14.85,3,0,3.141,0,100,Healthy
R09,0,73.54,5.92,43.11,2.56,1.39,0.0,2,0,2.203,0,100,Healthy
R09,1,73.47,9.45,42.91,2.94,1.43,0.15,0,0,1.958,0,100,Healthy
R09,2,73.27,7.4,41.49,1.61,1.29,0.3,2,0,2.224,0,100,Healthy
R09,3,73.02,8.07,38.64,2.99,1.8,0.45,4,0,2.597,0,100,Healthy
R09,4,72.84,8.09,36.88,2.67,1.25,0.6,1,0,2.118,0,100,Healthy
R09,5,72.79,7.95,34.98,2.41,1.63,0.75,1,0,2.091,0,100,Healthy
R09,6,72.59,7.12,33.72,2.27,1.27,0.9,0,0,2.523,0,100,Healthy
R09,7,72.48,7.22,45.05,2.46,1.29,1.05,0,0,1.993,0,100,Healthy
R09,8,72.41,8.71,45.33,2.26,1.53,1.2,3,0,1.804,0,100,Healthy
R09,9,72.3,8.58,45.64,2.02,1.34,1.35,1,0,1.731,0,100,Healthy
R09,10,72.23,7.49,47.29,2.63,1.8,1.5,2,0,1.992,0,100,Healthy
R09,11,72.16,16.999329172556294,51.29155970488958,5.0396193888217775,1.75,1.65,4,1,5.322,1,60,Warning
R09,12,71.91,6.96,41.95,2.6,2.23,1.8,0,0,3.287,0,100,Healthy
R09,13,71.75,13.738968852196837,50.838065870078125,5.779613103553198,1.5,1.95,7,1,5.279,1,45,Critical
R09,14,71.69,7.08,36.36,2.72,1.18,2.1,0,0,2.283,0,100,Healthy
R09,15,71.55,8.66,51.01,1.59,1.04,2.25,1,0,2.697,0,100,Healthy
R09,16,71.48,8.55,43.13,1.95,1.15,2.4,3,0,2.145,0,100,Healthy
R09,17,71.41,6.9,50.66,2.06,1.49,2.55,0,0,2.028,0,100,Healthy
R09,18,71.16,5.78,39.86,3.22,1.42,2.7,1,0,1.871,0,100,Healthy
R09,19,71.08,8.32,41.22,3.2,2.11,2.85,1,0,2.646,0,100,Healthy
R09,20,70.83,6.77,42.31,2.58,1.23,3.0,1,0,1.709,0,100,Healthy
R09,21,70.56,7.07,46.05,1.91,1.66,3.15,1,0,1.605,0,100,Healthy
R09,22,70.33,7.73,37.36,4.55,1.23,3.3,1,1,2.439,0,80,Healthy
R09,23,70.08,15.910078492247642,61.98631649851339,3.886517787066401,1.92,3.45,3,1,5.181,1,60,Warning
R09,24,69.86,10.65,43.96,2.97,1.43,3.6,1,0,1.454,0,100,Healthy
R09,25,69.7,8.9,45.27,3.18,1.5,3.75,0,0,1.289,0,100,Healthy
R09,26,69.55,8.98,44.12,1.82,1.37,3.9,0,0,1.514,0,100,Healthy
R09,27,69.39,7.02,36.33,2.21,1.32,4.05,1,0,1.714,0,100,Healthy
R09,28,69.26,8.55,43.44,1.96,1.79,4.2,1,0,1.522,0,100,Healthy
R09,29,69.17,9.31,39.26,1.56,1.68,4.35,1,0,1.634,0,100,Healthy
R09,30,68.96,8.62,40.12,3.28,1.23,4.5,0,0,1.643,0,100,Healthy
R09,31,68.82,8.73,31.6,2.97,1.23,4.65,2,0,2.207,0,100,Healthy
R09,32,68.6,9.35,39.38,2.92,1.07,4.8,1,0,1.958,0,100,Healthy
R09,33,68.48,9.59,41.15,2.56,1.69,4.95,2,0,1.186,0,100,Healthy
R09,34,68.37,9.03,44.77,2.32,1.77,5.1,0,0,1.493,0,100,Healthy
R09,35,68.21,7.09,37.11,2.31,1.81,5.25,1,0,1.772,0,100,Healthy
R09,36,68.07,7.78,48.86,1.81,1.39,5.4,2,0,1.463,0,100,Healthy
R09,37,67.97,8.21,37.17,2.45,1.78,5.55,2,0,1.546,0,100,Healthy
R09,38,67.67,6.07,38.51,1.23,1.63,5.7,0,0,2.176,0,100,Healthy
R09,39,67.62,9.47,41.08,1.8,1.26,5.85,0,0,1.647,0,100,Healthy
R09,40,67.53,9.09,38.66,2.8,1.42,6.0,0,0,1.19,0,100,Healthy
R09,41,67.45,8.4,46.57,2.32,1.2,6.15,0,0,1.59,0,100,Healthy
R09,42,67.21,8.31,41.88,2.39,1.38,6.3,1,0,0.724,0,100,Healthy
R09,43,67.08,8.74,43.88,2.62,1.79,6.45,1,0,1.191,0,100,Healthy
R09,44,66.93,7.58,32.21,2.06,1.43,6.6,1,0,1.883,0,100,Healthy
R09,45,66.86,7.77,34.51,3.45,1.42,6.75,1,0,1.603,0,100,Healthy
R09,46,66.72,9.29,38.41,2.42,1.86,6.9,0,0,1.826,0,100,Healthy
R09,47,66.61,7.81,51.27,2.81,1.5,7.05,1,0,1.334,0,100,Healthy
R09,48,66.36,7.3,38.9,1.86,1.92,7.2,1,0,2.021,0,100,Healthy
R09,49,66.18,7.52,36.85,1.75,1.59,7.35,2,0,1.5,0,100,Healthy
R09,50,66.1,7.57,35.5,4.02,1.22,7.5,0,1,2.227,0,80,Healthy
R09,51,66.0,9.31,34.62,2.82,1.44,7.65,1,0,1.444,0,100,Healthy
R09,52,65.72,5.73,43.56,1.67,1.4,7.8,2,0,1.758,0,100,Healthy
R09,53,65.65,6.16,47.75,2.36,1.78,7.95,0,0,1.925,0,100,Healthy
R09,54,65.55,7.08,46.38,2.0,1.66,8.1,0,0,1.491,0,100,Healthy
R09,55,65.38,7.32,36.1,2.52,1.2,8.25,3,0,1.978,0,100,Healthy
R09,56,65.21,6.25,39.89,1.58,1.7,8.4,0,0,1.96,0,100,Healthy
R09,57,65.1,8.5,43.8,0.68,1.37,8.55,1,0,2.025,0,100,Healthy
R09,58,65.0,6.98,39.29,3.03,1.44,8.7,1,0,1.139,0,100,Healthy
R09,59,64.72,10.4,47.7,2.43,1.38,8.85,2,0,1.446,0,100,Healthy
R09,60,64.59,7.81,37.7,1.11,1.43,9.0,2,0,1.876,0,100,Healthy
R09,61,64.33,8.47,46.13,2.56,1.35,9.15,1,0,0.997,0,100,Healthy
R09,62,64.23,7.8,50.18,2.37,1.5,9.3,1,0,1.34,0,100,Healthy
R09,63,64.04,9.42,47.18,2.53,1.65,9.45,2,0,1.233,0,100,Healthy
R09,64,63.92,9.69,35.96,1.51,1.47,9.6,1,0,1.827,0,100,Healthy
R09,65,63.76,5.37,50.0,2.99,1.63,9.75,1,0,2.053,0,100,Healthy
R09,66,63.66,8.88,42.31,2.71,1.57,9.9,0,0,1.136,0,100,Healthy
R09,67,63.51,6.54,41.48,1.95,1.3,10.05,0,0,1.807,0,100,Healthy
R09,68,63.23,10.16,46.29,2.32,1.67,10.2,1,0,1.481,0,100,Healthy
R09,69,63.13,8.61,45.13,1.63,1.12,10.35,1,0,2.031,0,100,Healthy
R09,70,63.02,11.425145775430998,55.90994285511061,4.037736057244452,1.72,10.5,7,1,4.363,0,45,Critical
R09,71,62.84,13.310514736102649,58.902369414973606,5.081281736675479,1.34,10.65,5,1,4.662,0,25,Critical
R09,72,62.55,8.55,48.5,2.1,1.5,10.8,2,0,1.44,0,100,Healthy
R09,73,62.34,8.78,33.86,1.56,2.03,10.95,1,0,2.898,0,100,Healthy
R09,74,62.17,10.44,44.34,2.16,1.83,11.1,1,0,1.988,0,100,Healthy
R09,75,61.89,9.74,38.3,3.24,1.49,11.25,2,0,1.582,0,100,Healthy
R09,76,61.72,8.25,40.68,2.78,1.44,11.4,3,0,1.529,0,100,Healthy
R09,77,61.47,8.33,37.01,2.5,1.37,11.55,0,0,1.769,0,100,Healthy
R09,78,61.38,6.82,32.21,2.03,1.55,11.7,1,0,2.303,0,100,Healthy
R09,79,61.18,12.709234837604825,67.93440926530666,2.944694354350191,1.8,11.85,7,1,5.62,1,45,Critical
R09,80,61.01,9.42,49.7,2.11,1.44,12.0,0,0,1.948,0,100,Healthy
R09,81,60.73,7.1,43.91,3.29,1.06,12.15,1,0,2.343,0,100,Healthy
R09,82,60.62,6.27,45.43,2.84,1.42,12.3,1,0,1.793,0,100,Healthy
R09,83,60.34,6.47,40.11,3.13,1.51,12.45,1,0,1.803,0,100,Healthy
R09,84,60.12,9.03,42.76,2.57,1.24,12.6,1,0,1.794,0,100,Healthy
R09,85,59.95,7.8,40.37,2.77,1.46,12.75,0,0,1.74,0,100,Healthy
R09,86,59.78,6.87,44.38,3.7,1.48,12.9,2,0,1.965,0,100,Healthy
R09,87,59.7,7.11,46.32,2.61,1.57,13.05,1,0,1.763,0,100,Healthy
R09,88,59.54,9.6,44.91,2.28,1.64,13.2,2,0,1.841,0,100,Healthy
R09,89,59.41,9.92,44.82,3.74,1.19,13.35,2,0,2.384,0,100,Healthy
